data,value
13/09/2019 07:27:00,0.00
13/09/2019 07:29:00,0.00
13/09/2019 07:31:00,0.00
13/09/2019 07:33:00,0.00
13/09/2019 07:35:00,0.00
13/09/2019 07:37:00,0.00
13/09/2019 07:39:00,0.00
13/09/2019 07:41:00,0.00
13/09/2019 07:43:00,0.00
13/09/2019 07:45:00,0.00
13/09/2019 07:47:00,0.00
13/09/2019 07:49:00,0.00
13/09/2019 07:51:00,0.00
13/09/2019 07:53:00,0.00
13/09/2019 07:55:00,0.00
13/09/2019 07:57:00,0.00
13/09/2019 07:59:00,0.00
13/09/2019 08:01:00,0.00
13/09/2019 08:03:00,0.00
13/09/2019 08:05:00,0.00
13/09/2019 08:07:00,0.00
13/09/2019 08:09:00,0.00
13/09/2019 08:11:00,0.20
13/09/2019 08:13:00,0.20
13/09/2019 08:15:00,69.50
13/09/2019 08:17:00,60.10
13/09/2019 08:19:00,60.10
13/09/2019 08:21:00,60.10
13/09/2019 08:23:00,60.20
13/09/2019 08:25:00,59.80
13/09/2019 08:27:00,59.60
13/09/2019 08:29:00,59.10
13/09/2019 08:31:00,0.20
13/09/2019 08:33:00,0.20
13/09/2019 08:35:00,0.20
13/09/2019 08:37:00,0.00
13/09/2019 08:39:00,0.20
13/09/2019 08:41:00,0.00
13/09/2019 08:43:00,0.30
13/09/2019 08:45:00,0.00
13/09/2019 08:47:00,0.20
13/09/2019 08:49:00,0.20
13/09/2019 08:51:00,0.20
13/09/2019 08:53:00,0.00
13/09/2019 08:55:00,0.20
13/09/2019 08:57:00,61.60
13/09/2019 08:59:00,60.80
13/09/2019 09:01:00,60.40
13/09/2019 09:03:00,60.40
13/09/2019 09:05:00,60.20
13/09/2019 09:07:00,59.60
13/09/2019 09:09:00,59.40
13/09/2019 09:11:00,0.20
13/09/2019 09:13:00,0.00
13/09/2019 09:15:00,0.20
13/09/2019 09:17:00,0.00
13/09/2019 09:19:00,0.00
13/09/2019 09:21:00,0.20
13/09/2019 09:23:00,0.30
13/09/2019 09:25:00,0.20
13/09/2019 09:27:00,0.00
13/09/2019 09:29:00,0.20
13/09/2019 09:31:00,0.20
13/09/2019 09:33:00,0.20
13/09/2019 09:35:00,0.00
13/09/2019 09:37:00,69.80
13/09/2019 09:39:00,60.30
13/09/2019 09:41:00,60.50
13/09/2019 09:43:00,60.60
13/09/2019 09:45:00,60.40
13/09/2019 09:47:00,60.30
13/09/2019 09:49:00,60.00
13/09/2019 09:51:00,59.70
13/09/2019 09:53:00,0.20
13/09/2019 09:55:00,0.00
13/09/2019 09:57:00,0.20
13/09/2019 09:59:00,0.20
13/09/2019 10:01:00,0.20
13/09/2019 10:03:00,0.00
13/09/2019 10:05:00,0.20
13/09/2019 10:07:00,0.20
13/09/2019 10:09:00,0.00
13/09/2019 10:11:00,0.20
13/09/2019 10:13:00,0.20
13/09/2019 10:15:00,0.00
13/09/2019 10:17:00,0.20
13/09/2019 10:19:00,69.70
13/09/2019 10:21:00,60.60
13/09/2019 10:23:00,60.60
13/09/2019 10:25:00,60.60
13/09/2019 10:27:00,60.30
13/09/2019 10:29:00,60.00
13/09/2019 10:31:00,59.60
13/09/2019 10:33:00,59.20
13/09/2019 10:35:00,0.00
13/09/2019 10:37:00,0.00
13/09/2019 10:39:00,0.00
13/09/2019 10:41:00,0.00
13/09/2019 10:43:00,0.00
13/09/2019 10:45:00,0.20
13/09/2019 10:47:00,0.00
13/09/2019 10:49:00,0.00
13/09/2019 10:51:00,0.00
13/09/2019 10:53:00,0.00
13/09/2019 10:55:00,0.20
13/09/2019 10:57:00,0.20
13/09/2019 10:59:00,0.20
13/09/2019 11:01:00,70.50
13/09/2019 11:03:00,60.60
13/09/2019 11:05:00,60.10
13/09/2019 11:07:00,60.60
13/09/2019 11:09:00,60.20
13/09/2019 11:11:00,60.00
13/09/2019 11:13:00,59.40
13/09/2019 11:15:00,58.90
13/09/2019 11:17:00,58.40
13/09/2019 11:19:00,0.00
13/09/2019 11:21:00,0.20
13/09/2019 11:23:00,0.30
13/09/2019 11:25:00,0.00
13/09/2019 11:27:00,0.20
13/09/2019 11:29:00,0.00
13/09/2019 11:31:00,0.20
13/09/2019 11:33:00,0.20
13/09/2019 11:35:00,0.20
13/09/2019 11:37:00,0.00
13/09/2019 11:39:00,0.00
13/09/2019 11:41:00,0.00
13/09/2019 11:43:00,0.20
13/09/2019 11:45:00,60.50
13/09/2019 11:47:00,60.40
13/09/2019 11:49:00,60.60
13/09/2019 11:51:00,60.50
13/09/2019 11:53:00,60.30
13/09/2019 11:55:00,60.20
13/09/2019 11:57:00,59.50
13/09/2019 11:59:00,59.10
13/09/2019 12:01:00,0.00
13/09/2019 12:03:00,0.20
13/09/2019 12:05:00,0.00
13/09/2019 12:07:00,0.20
13/09/2019 12:09:00,0.00
13/09/2019 12:11:00,0.00
13/09/2019 12:13:00,0.00
13/09/2019 12:15:00,0.00
13/09/2019 12:17:00,0.20
13/09/2019 12:19:00,0.20
13/09/2019 12:21:00,0.00
13/09/2019 12:23:00,0.00
13/09/2019 12:25:00,0.20
13/09/2019 12:27:00,67.90
13/09/2019 12:29:00,60.20
13/09/2019 12:31:00,60.50
13/09/2019 12:33:00,60.70
13/09/2019 12:35:00,60.60
13/09/2019 12:37:00,60.10
13/09/2019 12:39:00,59.40
13/09/2019 12:41:00,59.10
13/09/2019 12:43:00,59.10
13/09/2019 12:45:00,0.00
13/09/2019 12:47:00,0.30
13/09/2019 12:49:00,0.00
13/09/2019 12:51:00,0.00
13/09/2019 12:53:00,0.00
13/09/2019 12:55:00,0.00
13/09/2019 12:57:00,0.00
13/09/2019 12:59:00,0.20
13/09/2019 13:01:00,0.00
13/09/2019 13:03:00,0.20
13/09/2019 13:05:00,0.20
13/09/2019 13:07:00,0.00
13/09/2019 13:09:00,0.00
13/09/2019 13:11:00,61.70
13/09/2019 13:13:00,60.90
13/09/2019 13:15:00,60.40
13/09/2019 13:17:00,60.20
13/09/2019 13:19:00,60.20
13/09/2019 13:21:00,59.80
13/09/2019 13:23:00,59.50
13/09/2019 13:25:00,59.00
13/09/2019 13:27:00,0.00
13/09/2019 13:29:00,0.00
13/09/2019 13:31:00,0.20
13/09/2019 13:33:00,0.00
13/09/2019 13:35:00,0.20
13/09/2019 13:37:00,0.20
13/09/2019 13:39:00,0.20
13/09/2019 13:41:00,0.00
13/09/2019 13:43:00,0.20
13/09/2019 13:46:00,0.00
13/09/2019 13:48:00,0.20
13/09/2019 13:50:00,0.20
13/09/2019 13:52:00,0.00
13/09/2019 13:54:00,71.00
13/09/2019 13:56:00,61.00
13/09/2019 13:58:00,60.90
13/09/2019 14:00:00,60.80
13/09/2019 14:02:00,60.90
13/09/2019 14:04:00,60.20
13/09/2019 14:06:00,59.80
13/09/2019 14:08:00,59.00
13/09/2019 14:10:00,59.10
13/09/2019 14:12:00,0.20
13/09/2019 14:14:00,0.30
13/09/2019 14:16:00,0.20
13/09/2019 14:18:00,0.00
13/09/2019 14:20:00,0.20
13/09/2019 14:22:00,0.20
13/09/2019 14:24:00,0.30
13/09/2019 14:26:00,0.00
13/09/2019 14:28:00,0.00
13/09/2019 14:30:00,0.00
13/09/2019 14:32:00,0.20
13/09/2019 14:34:00,0.00
13/09/2019 14:36:00,0.20
13/09/2019 14:38:00,66.10
13/09/2019 14:40:00,60.80
13/09/2019 14:42:00,61.00
13/09/2019 14:44:00,60.60
13/09/2019 14:46:00,60.80
13/09/2019 14:48:00,60.70
13/09/2019 14:50:00,60.10
13/09/2019 14:52:00,59.70
13/09/2019 14:54:00,58.70
13/09/2019 14:56:00,0.00
13/09/2019 14:58:00,0.20
13/09/2019 15:00:00,0.20
13/09/2019 15:02:00,0.20
13/09/2019 15:04:00,0.20
13/09/2019 15:06:00,0.20
13/09/2019 15:08:00,0.30
13/09/2019 15:10:00,0.20
13/09/2019 15:12:00,0.20
13/09/2019 15:14:00,0.20
13/09/2019 15:16:00,0.20
13/09/2019 15:18:00,0.00
13/09/2019 15:20:00,0.20
13/09/2019 15:22:00,62.10
13/09/2019 15:24:00,61.00
13/09/2019 15:26:00,60.60
13/09/2019 15:28:00,60.40
13/09/2019 15:30:00,60.20
13/09/2019 15:32:00,59.80
13/09/2019 15:34:00,59.10
13/09/2019 15:36:00,58.60
13/09/2019 15:38:00,58.20
13/09/2019 15:40:00,0.20
13/09/2019 15:42:00,0.00
13/09/2019 15:44:00,0.00
13/09/2019 15:46:00,0.20
13/09/2019 15:48:00,0.00
13/09/2019 15:50:00,0.00
