timestamp value
1474253417 2.03389835358
1474253580 0.0
1474253729 0.0
1474253863 0.0
1474254047 0.0
1474254216 0.0
1474254371 0.0
1474254512 0.0
1474254638 2.85714292526
1474254814 0.0
1474254975 0.0
1474255122 0.0
1474255254 0.0
1474255436 0.0
1474255571 5.33333349228
1474255579 225.0
1474255604 57.672000885
1474255757 49.4000015259
1474255896 49.2086334229
1474256020 52.25806427
1474256194 49.6344833374
1474256353 47.5698127747
1474256498 49.6551742554
1474256629 46.7175559998
1474256809 48.0
1474256975 47.7108421326
1474257126 47.6821174622
1474257263 47.2729911804
1474257386 46.8878059387
1474257715 47.0407295227
1474257771 45.0642852783
1474257859 0.0
1474257987 0.0
1474258166 0.0
1474258330 2.17317080498
1474258479 0.0
1474258614 0.0
1474258735 0.0
1474258905 0.0
1474259061 0.0
1474259203 0.0
1474259330 0.0
1474259816 3.70370364189
1474259949 10.8270673752
1474260132 0.0
1474260301 2.13017749786
1474260430 8.37209320068
1474260438 270.450012207
1474260455 63.3176460266
1474260594 49.2086334229
1474260719 51.8400001526
1474260894 51.4285697937
1474261054 51.75
1474261332 49.2086334229
1474261513 51.692817688
1474261680 49.6239509583
1474261832 47.3447380066
1474261970 52.1739120483
1474262093 49.7560958862
1474262266 47.8612709045
1474262424 50.1037979126
1474262568 47.5250015259
1474262698 49.8184623718
1474262877 48.288269043
1474263042 48.0
1474263193 47.7059593201
1474263329 47.6205863953
1474263450 47.6033058167
1474263621 46.315788269
1474263778 48.1528663635
1474263920 45.6338043213
1474264048 47.8125
1474264122 48.5999984741
1474264226 0.0
1474264389 0.0
1474264537 0.0
1474264671 0.0
1474264855 0.0
1474265024 0.0
1474265179 0.0
1474265320 2.57872343063
1474265446 0.0
1474265622 0.0
1474265783 0.0
1474265930 0.0
1474266062 0.0
1474266244 0.0
1474266411 0.0
1474266564 2.32941174507
1474266703 0.0
1474266827 0.0
1474267001 0.0
1474267161 0.0
1474267256 0.0
1474267264 315.450012207
1474267306 51.3428573608
1474267436 49.9015388489
1474267616 49.9799995422
1474267782 52.0481910706
1474267933 50.0900650024
1474268070 47.2729911804
1474268193 49.7853660583
1474268365 48.1186027527
1474268522 48.1528663635
1474268665 47.8321685791
1474268794 47.441860199
1474268972 46.5168533325
1474269136 48.3146324158
1474269286 45.5519981384
1474269421 45.3600006104
1474269541 48.0
1474269712 46.315788269
1474269732 36.0
1474269867 0.0
1474270009 2.53521132469
1474270136 0.0
1474270312 0.0
1474270474 0.0
1474270622 0.0
1474270755 0.0
1474270938 1.98688519001
1474271106 0.0
1474271260 0.0
1474271400 0.0
1474271525 0.0
1474271700 0.0
1474271860 0.0
1474272006 2.44109582901
1474272137 0.0
1474272318 0.0
1474272485 0.0
1474272637 0.0
1474272775 0.0
1474272898 0.0
1474272950 13.846154213
1474272958 225.0
1474273071 50.9415931702
1474273229 50.1493682861
1474273373 50.0
1474273503 49.8461532593
1474273682 50.2592163086
1474273847 48.0
1474273997 48.0239982605
1474274133 47.6470603943
1474274255 47.2131156921
1474274426 48.4210510254
1474274582 46.1538467407
1474274725 47.8573417664
1474274852 48.1322822571
1474275030 46.5573043823
1474275193 46.3582839966
1474275315 44.2622947693
1474275341 0.0
1474275475 0.0
1474275659 0.0
1474275828 2.13017749786
1474275983 0.0
1474276124 0.0
1474276250 0.0
1474276425 0.0
1474276586 0.0
1474276733 0.0
1474276865 2.72727274895
1474277047 0.0
1474277215 0.0
1474277368 0.0
1474277506 0.0
1474277631 0.0
1474277804 0.0
1474277964 2.25
1474278109 0.0
1474278239 0.0
1474278419 0.0
1474278550 2.74809169769
1474278557 308.57144165
1474278585 51.557144165
1474278736 50.0423851013
1474278873 49.9270057678
1474278995 50.1639328003
1474279167 48.1395339966
1474279325 50.1037979126
1474279468 47.8573417664
1474279596 47.8125
1474279775 48.268157959
1474279938 48.5889587402
1474280088 45.6240005493
1474280223 47.9733314514
1474280343 47.9700012207
1474280514 50.5473670959
1474280669 48.7741928101
1474280811 48.1690139771
1474280937 48.5714302063
1474281114 46.7796592712
1474281276 46.644443512
1474281387 45.4378395081
1474281423 0.0
1474281557 0.0
1474281739 1.95824170113
1474281908 0.0
1474282062 0.0
1474282326 0.0
1474282501 0.0
1474282661 0.0
1474282807 0.0
1474282938 2.78931307793
1474283119 7.9458565712
1474283286 0.0
1474283438 0.0
1474283575 2.62773728371
1474283699 0.0
1474283871 0.0
1474284030 0.0
1474284174 0.0
1474284266 7.84565210342
1474284274 224.774993896
1474284303 49.6551742554
1474284483 52.0
1474284647 50.4878044128
1474284798 50.0662269592
1474284933 50.6666679382
1474285055 50.1934432983
1474285226 48.4000015259
1474285382 48.4615402222
1474285525 50.3496513367
1474285652 48.1889762878
1474285830 46.5168533325
1474285993 48.5889587402
1474286141 48.6486473083
1474286275 48.3582077026
1474286459 46.9760856628
1474286628 46.8639068604
1474286783 48.7509689331
1474286923 48.8571434021
1474287385 17.1428565979
1474288429 0.0
1474288603 2.06896543503
1474289037 0.0
1474289217 0.0
1474289383 0.0
1474289534 0.0
1474289671 2.62773728371
1474289793 0.0
1474289965 0.0
1474290123 0.0
1474290266 0.0
1474290345 4.55696201324
1474290353 270.0
1474290394 52.682926178
1474290572 50.5415725708
1474290736 50.5317077637
1474290885 50.7140922546
1474291020 48.0
1474291185 50.1599998474
1474291336 47.6821174622
1474291472 50.3205871582
1474291593 47.5735549927
1474291765 48.1709289551
1474292064 46.9505004883
1474292192 47.8125
1474292369 48.8135604858
1474292532 46.3803672791
1474292681 45.9302024841
1474292730 44.0081634521
1474292815 0.0
1474292999 0.0
1474293323 1.11111116409
1474293464 0.0
1474293590 0.0
1474293766 0.0
1474293927 0.0
1474294709 0.460358053446
1474294848 0.0
1474294972 0.0
1474295146 0.0
1474295305 0.0
1474295450 2.48275852203
1474295581 0.0
1474295761 0.0
1474295927 0.0
1474296078 0.0
1474296092 51.4285697937
1474296100 225.0
1474296215 50.0556526184
1474296338 49.7853660583
1474296510 50.2325592041
1474296939 49.5020980835
1474297118 48.288269043
1474297282 48.2926826477
1474297431 48.3221473694
1474297566 48.0
1474298155 47.0628166199
1474298282 45.3543319702
1474298401 48.4336128235
1474298458 0.0
1474298901 0.0
1474299084 0.0
1474299407 1.10340559483
1474299546 0.0
1474299671 0.0
1474299846 0.0
1474300284 0.0
1474301218 0.381584584713
1474301994 15.7778348923
1474302573 49.1191711426
1474303623 48.0
1474303976 49.9716720581
1474304131 48.7741928101
1474304272 45.957447052
1474304454 47.452747345
1474304574 0.0
1474304735 0.0
1474304882 2.47346949577
1474305014 0.0
1474305196 0.0
1474305363 0.0
1474305516 0.0
1474305655 0.0
1474305953 1.19597315788
1474306258 2.37245893478
1474306388 0.0
1474306568 0.0
1474306734 4.33734941483
1474306885 0.0
1474307022 0.0
1474307145 2.92682933807
1474307152 0.0
1474307160 270.0
1474307317 52.7388534546
1474307474 52.7388534546
1474307617 52.8671340942
1474307746 50.2325592041
1474307924 50.5820236206
1474308088 48.2707328796
1474308238 50.4000015259
1474308373 48.0
1474308493 51.0
1474308664 48.4210510254
1474308819 51.0967750549
1474308961 50.7042236328
1474309088 48.1889762878
1474309264 49.0909080505
1474309426 46.6888885498
1474309574 48.6486473083
1474309707 48.6947364807
1474309890 47.2131156921
1474310058 47.1428565979
1474310212 46.7532463074
1474310352 48.8571434021
1474310477 46.0800018311
1474310526 44.1183662415
1474310652 0.0
1474310958 0.0
1474311437 0.747807919979
1474311727 0.0
1474312023 0.0
1474312181 2.27848100662
1474312325 0.0
1474312799 0.0
1474313207 0.0
1474313378 2.10526323318
1474313534 0.0
1474313803 1.33828997612
1474313804 360.0
1474313811 257.142852783
1474314145 50.6586837769
1474314293 51.1054039001
1474314611 49.7999992371
1474314780 48.9940834045
1474315076 48.6608123779
1474315202 48.5142860413
